Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
We Own It (Fast & Furious),2 chainz,0,5,5,1,0,2,3,2,0,2,0,0,0,1,1,1,10,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
Don't Think They Know,chris brown,0,2,0,0,0,1,0,0,0,10,0,0,0,18,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
Live For The Night,krewella,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,28,0,0,0,0,0,11,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,7
We Still In This B****,b.o.b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Harlem Shake,baauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bugatti,ace hood,1,1,16,1,0,0,0,21,0,1,0,0,2,0,0,0,0,0,2,2,0,6,0,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5
Alive,krewella,0,2,0,0,0,10,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,3,2,0,0,0,0,0,2
Wild For The Night,a$ap rocky,1,2,8,0,0,4,0,0,0,5,9,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,2
New Slaves,kanye west,0,1,3,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,3,0,5,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,1,0,0,0,1,3,0,0,0,0,8,1,0,4
I Knew You Were Trouble.,taylor swift,0,1,1,4,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,9
Downtown,lady antebellum,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2
Danny's Song,the swon brothers,0,13,4,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Maybe It Was Memphis,danielle bradbery,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
Born To Fly,danielle bradbery,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paper Doll,john mayer,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Why,michelle chamuel,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1
One,usher,0,8,2,0,1,1,0,0,0,5,0,0,0,2,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
I Can't Tell You Why,the swon brothers,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2
Love Me,lil wayne,2,22,2,0,5,5,0,2,0,4,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Loveeeeeee Song,rihanna,0,37,1,0,11,1,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,4
Like Jesus Does,eric church,0,6,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1
Ready,fabolous,9,14,1,0,13,9,1,0,0,2,1,0,0,0,0,1,10,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,0,8
Live It Up,jennifer lopez,0,2,1,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,18,0,1,0,0,0,6,0,4,0,0,0,0,2,0,0,0,9,0,0,0,0,2
Who I Am,danielle bradbery,0,5,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6
I Got You,jack johnson,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,4
Turn The Page,the swon brothers,2,1,6,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,1
Please Remember Me,danielle bradbery,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sad,amber carrington,0,0,0,0,7,9,1,0,0,0,0,1,0,1,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,7,0,6
Locked Out Of Heaven,bruno mars,0,2,3,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,12,0,1,0,0,0,0,0,1
Get Your Shine On,florida georgia line,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,0,0,0,0,0,0,4,4,0,4,0,0,0,1,0,1
Mama's Broken Heart,miranda lambert,1,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Love And War,tamar braxton,0,6,0,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,1
Pirate Flag,kenny chesney,0,9,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,7,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11
Levitate,hadouken!,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Molly,tyga,0,6,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,8
No New Friends,dj khaled,2,4,10,0,1,1,8,13,0,3,2,2,1,0,2,0,9,0,2,2,0,1,0,0,0,1,3,1,0,0,0,2,0,3,0,0,0,1,0,1,0,0,1,0,0,0,24,1,0,8
Can't Shake You,gloriana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Crazy Kids,ke$ha,1,5,2,3,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Work,a$ap ferg,1,1,3,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,8
I Knew You Were Trouble,michelle chamuel,0,1,1,4,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,9
Troublemaker,olly murs,3,9,0,0,0,7,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,5,7,0,0,1,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,1,1,0,0,0,2
Bad,wale,5,16,1,1,1,1,0,0,0,1,2,0,2,0,0,3,1,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,4,0,0,20,0,0,0,0,0,1,1,6,0,8
Kisses Down Low,kelly rowland,2,19,0,0,0,5,0,0,0,0,7,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,11
Wings,little mix,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,6,1,9,0,0,4,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,5,7
Wit Me,t.i.,9,4,14,0,1,1,0,1,3,5,0,1,0,0,2,0,2,1,1,9,3,5,1,2,1,0,8,0,0,0,0,0,1,5,1,0,0,1,1,1,0,0,2,0,0,2,18,0,0,10
Clouds,zach sobiech,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1
Grandpa (Tell Me 'Bout The Good Old Days),danielle bradberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daylight,maroon 5,0,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
Sure Be Cool If You Did,blake shelton,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Karate Chop (Remix),future,1,2,7,0,0,1,0,4,0,2,1,0,2,0,0,0,0,0,1,4,1,3,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,9
1994,jason aldean,0,8,0,0,0,3,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A Little Party Never Killed Nobody (All We Got),"fergie, q-tip",0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,2,16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"Heads Carolina, Tails California",danielle bradbery,6,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1
Give It All We Got Tonight,george strait,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Carry On,fun.,2,1,4,0,0,0,1,0,0,5,0,0,0,1,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Pour It Up,rihanna,0,2,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9
If I Didn't Have You,thompson square,0,9,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
I Drive Your Truck,lee brice,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
I Am Beautiful,candice glover,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sweet Nothing,calvin harris,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11
Scream & Shout,will.i.am,0,34,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,1
Battle Scars,lupe fiasco,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,1,2,1,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,10,0,2
R.I.P.,young jeezy,9,6,4,0,4,8,0,1,1,1,0,0,0,3,0,1,0,0,1,2,0,2,1,0,0,1,6,0,0,0,0,0,0,20,0,0,0,0,0,1,2,0,0,0,1,0,3,0,0,6
Tonight I'm Getting Over You,carly rae jepsen,0,2,0,1,0,6,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6
I Will Wait,mumford,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
Don't You Worry Child,swedish house mafia,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
F**kin Problems,a$ap rocky,1,23,20,0,1,1,0,0,0,0,0,1,4,2,0,1,0,1,1,2,0,2,0,1,0,0,9,1,0,1,0,0,1,0,0,1,0,0,0,12,2,3,0,0,0,0,2,1,0,8
Freaks,french montana,43,11,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,10
I Hit It First,ray j,5,19,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,55,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,2,10
Ready,fabolous feat. chris brown,9,14,1,0,13,9,1,0,0,2,1,0,0,0,0,1,10,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,0,8
Memories Back Then,hustle gang,6,6,7,0,1,1,2,3,0,6,0,2,1,3,2,5,4,3,1,1,0,3,1,2,1,0,6,0,0,0,3,0,1,1,3,0,0,0,2,1,1,1,1,1,0,0,2,0,0,1
Sexy People (The Fiat Song),arianna,0,3,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
It's Time,imagine dragons,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
All Gold Everything,trinidad james,1,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,6,0,0,1,0,1,0,0,17,0,1,0,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,4
Two Black Cadillacs,carrie underwood,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,3,0,0,0,1,11
I Can Take It From There,chris young,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6
All Around The World,justin bieber,0,16,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,0,10
Show Out,juicy j,3,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,21,2,0,0,0,0,1,0,0,0,0,2
Little Talks,of monsters and men,1,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,3,7,0,1,0,0,0,0,0,0,1,0,0,0,2,7
Neva End,future,0,10,0,0,1,0,1,0,0,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,2
If I Lose Myself,onerepublic,0,2,2,0,0,2,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
Fall Down,will.i.am,2,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,11
Blurred Lines,robin thicke,4,12,1,0,3,1,0,0,0,1,0,0,0,0,1,1,2,0,0,2,0,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,4
One Of Those Nights,tim mcgraw,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,4,2,0,2,0,1,0,0,0,1
Kiss You,one direction,8,20,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,11
Changed,rascal flatts,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,9
Don't Rush,kelly clarkson,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6
Accidental Racist,brad paisley,0,2,3,0,1,3,0,2,0,1,0,2,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,4
Just Keep Breathing,we the kings,0,2,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
One More Night,maroon 5,6,13,4,1,0,8,0,0,0,6,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Gangnam Style,psy,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Madness,muse,0,5,2,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
Catch My Breath,kelly clarkson,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,11
Poetic Justice,kendrick lamar,1,5,3,0,3,0,1,1,0,3,0,3,2,0,4,1,3,0,1,1,0,1,0,3,1,0,3,1,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,3,0,0,1,1,1
Try,p!nk,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Somebody's Heartbreak,hunter hayes,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
C'Mon,ke$ha,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1
One Way Or Another (Teenage Kicks),one direction,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Whiskey,jana kramer,4,1,0,1,0,6,3,0,1,16,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pom Poms,jonas brothers,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
Home,phillip phillips,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1
Girl On Fire,alicia keys,2,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10
I'm Different,2 chainz,4,1,4,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,0,0,4,0,4,0,0,0,0,2,0,0,2
Dope,tyga,3,3,13,0,0,1,2,3,0,3,1,0,0,0,1,1,1,0,19,3,0,3,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,8
Pusher Love Girl,justin timberlake,0,58,1,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,11,1,0,0,1,0,0,0,0,1,1,0,0,0,10,0,1
The Phoenix,fall out boy,0,7,2,0,0,4,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,3,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
Diamonds,rihanna,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Beauty And A Beat,justin bieber,0,5,3,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7
Tornado,little big town,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
The Only Way I Know,jason aldean,0,0,1,1,0,0,0,0,4,2,0,1,0,5,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,4,0,0,0,0,0,0,0,0,11
Merry Go 'Round,kacey musgraves,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Who Booty,jonn hart,3,14,8,3,0,0,0,0,0,2,1,0,4,0,0,0,0,0,6,0,0,6,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Stubborn Love,the lumineers,12,13,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Adorn,miguel,1,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hall Of Fame,the script,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
Better Dig Two,the band perry,0,11,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Wicked Games,the weeknd,1,26,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Don't Judge Me,chris brown,0,10,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
Little Things,one direction,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
Love Sosa,chief keef,0,8,21,0,0,0,0,0,0,2,23,0,0,1,0,0,0,0,0,3,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
Cups,anna kendrick,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2
