Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Pretty Boy Swag,soulja boy tell'em,4,20,46,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
Empire State Of Mind,glee cast,0,3,6,0,1,6,1,25,1,1,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,3,0,2,0,1,0,3,0,0,8,4,0,1,0,2,2,6,1,0,1,0,1,5
Toxic,glee cast,4,6,0,0,1,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
The Only Exception,glee cast,0,3,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What's Wrong With Them,lil wayne,2,9,3,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,2,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,7
I'm A Slave 4 U,glee cast,0,8,1,0,1,7,0,0,0,0,0,4,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stronger,glee cast,1,1,0,0,0,1,1,2,4,8,0,0,0,7,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
Baby One More Time,glee cast,0,25,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2
Me Against The Music,glee cast,0,3,2,0,0,2,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,2,1,1,4,0,0,0,2,0,0,0,1
I Am Not A Human Being,lil wayne,2,6,7,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,5,2,1,4,0,0,3,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
Bill Gates,lil wayne,3,5,6,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,4,9,0,5,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,8,0,0,5
Na Na Na (Na Na Na Na Na Na Na Na Na),my chemical romance,1,4,0,0,2,1,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,4,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Hope She Cheats On You (With A Basketball Player),marsha ambrosius,0,7,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1
Breakeven,the script,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Find Your Love,drake,0,16,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,11
Free,zac brown band,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9
Round & Round,selena gomez,0,7,2,3,3,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bittersweet,fantasia,0,9,0,1,0,1,0,0,1,0,0,3,0,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Break My Bank,new boyz,2,6,11,0,3,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
Erase Me,kid cudi,1,6,1,0,0,2,1,3,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2,6,12,1,0,0,0,0,1,0,2,0,0,0,6,2,0,0,0,0,0,0,3,0,0,0,2
Telephone,glee cast,6,8,0,0,0,1,0,0,0,9,1,0,0,3,0,1,4,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,17,0,0,1,0,0,0,0,0,5,0,1,0,0,1,0,11
Billionaire,glee cast,2,1,3,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,4
Listen,glee cast,0,17,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,11
What I Did For Love,glee cast,3,14,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stutter,maroon 5,1,4,0,0,7,4,0,0,0,0,0,17,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
Love Like Crazy,lee brice,2,8,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2
Somebody To Love,justin bieber,0,26,3,0,36,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8
Glitter In The Air,pink,1,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Hold You (Hold Yuh),gyptian,1,2,8,0,0,1,0,2,0,0,0,0,1,0,0,1,4,19,0,1,0,2,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7
Trailerhood,toby keith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Break Your Heart,taio cruz,0,19,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Undo It,carrie underwood,0,3,0,0,1,5,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,2
"Lover, Lover",jerrod niemann,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6
Gettin' Over You,david guetta,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
I'm In,keith urban,0,15,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
This Ain't Nothin',craig morgan,1,8,1,0,0,2,0,0,0,2,3,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2
Champagne Life,ne-yo,0,7,3,0,1,1,7,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
The Man Who Can't Be Moved,the script,0,7,2,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Rockstar 101,rihanna,0,47,0,0,0,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,6,0,0,0,2,0,6
Dumb Love,sean kingston,0,16,3,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Introducing Me,nick jonas,3,5,2,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
Bulletproof,la roux,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
There Goes My Baby,usher,2,46,0,0,2,11,2,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,2,1,0,0,2,2
Alejandro,lady gaga,5,5,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2
Impossible,shontelle,0,9,0,1,1,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11
Ride,ciara,8,45,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,2,2,0,0,7
My First Kiss,3oh!3,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Kissin U,miranda cosgrove,15,3,0,0,0,2,0,0,0,0,0,4,0,0,1,1,4,0,0,0,0,1,2,0,0,0,0,0,0,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7
Bed Intruder Song,antoine dodson,2,1,0,0,1,0,0,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,11
Rock That Body,the black eyed peas,1,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,7,0,37,0,0,0,0,1,2,0,4,0,0,0,0,0,7
143,bobby brackins,1,29,4,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mockingbird,rob thomas,0,9,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6
F**k You!,cee lo green,2,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
Your Love Is My Drug,ke$ha,2,57,1,2,2,1,0,0,1,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Un-Thinkable (I'm Ready),alicia keys,0,3,0,0,0,4,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
This Afternoon,nickelback,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,9
Water,brad paisley,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11
Somebody To Love,justin bieber,0,26,3,0,36,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8
E.T.,katy perry,5,3,5,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Give A Little More,maroon 5,0,24,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,1,1,0,2,0,0,0,0,0,0,1
Black Rain,soundgarden,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Hello Good Morning,diddy - dirty money,2,6,5,1,1,6,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,1,2,3,0,0,1,0,6,0,6,0,6
Lose My Mind,young jeezy,3,8,9,0,2,0,0,2,0,2,1,0,0,1,1,3,0,0,5,2,1,5,1,0,0,0,9,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
Lay Me Down,the dirty heads,3,4,0,0,0,3,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,5,2,0,7,0,0,0,1,0,1,1,3,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,2
"2012 (It Ain""t The End)",jay sean,0,0,3,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,16,1,3,0,17,0,0,0,0,0,0,14,3,0,0,0,1,0,0,0,1
Circle The Drain,katy perry,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Nothin' On You,b.o.b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rain Is A Good Thing,luke bryan,1,5,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
I Never Told You,colbie caillat,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
The House That Built Me,miranda lambert,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2
Pray For You,jaron and the long road to love,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Crazy Town,jason aldean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sex Room,ludacris,11,16,3,1,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,10,0,19,0,1,0,0,1,0,1,1,2,0,0,0,0,7
Beautiful Monster,ne-yo,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
We'll Be A Dream,we the kings,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,8
Not Like The Movies,katy perry,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
In My Head,jason derulo,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
All I Do Is Win,dj khaled,1,1,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,5,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,2
She Won't Be Lonely Long,clay walker,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,1
Cuando Me Enamoro,enrique iglesias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nightmare,avenged sevenfold,2,1,0,0,1,3,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,7
G.R.I.N.D. (Get Ready It's A New Day),asher roth,0,2,0,3,3,4,1,2,0,1,0,3,2,2,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,5,0,0,2,2,0,0,0,1
The Crow And The Butterfly,shinedown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Over,drake,1,1,2,0,1,5,0,0,0,1,0,4,0,0,1,2,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
Eenie Meenie,sean kingston,0,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11
Can't Be Tamed,miley cyrus,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
Ordinary Girl,hannah montana,0,13,1,0,0,6,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11
The Man I Want To Be,chris young,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
If We Ever Meet Again,timbaland,4,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wavin' Flag,k'naan,0,2,2,0,0,0,2,0,0,14,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Whataya Want From Me,adam lambert,1,2,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,8
Rude Boy,rihanna,1,60,0,0,1,1,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2
My Chick Bad,ludacris,1,61,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,1,11,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,29,0,0,1,0,0,0,0,0,0,4
Gimmie That Girl,joe nichols,6,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
Neighbors Know My Name,trey songz,0,11,0,0,0,1,0,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2
Shark In The Water,v v brown,4,9,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
Up On The Ridge,dierks bentley,0,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,4
Young Forever,jay-z + mr. hudson,2,6,2,0,0,1,1,0,0,2,0,7,0,0,0,0,0,2,3,0,1,4,0,3,0,0,1,9,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Wrong Baby Wrong,martina mcbride,0,21,0,0,0,7,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,11
Power,kanye west,3,1,1,0,4,1,1,0,0,1,0,0,0,1,0,0,4,0,2,1,0,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,8
Outta Your Mind,lil jon,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
I Can Do Anything,3oh!3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,0,9,4,6,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
I'm Back,t.i.,4,1,5,3,0,0,0,1,0,1,1,1,1,2,1,0,0,4,2,0,0,3,0,0,0,4,5,0,1,0,1,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,2
I Keep On Loving You,reba,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
Up All Night,drake,1,3,12,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,5,0,0,0,2,0,1,2,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,3,1,0,8
Won't Back Down,eminem,11,7,1,0,4,3,0,0,0,7,1,0,1,4,1,0,0,0,6,4,0,6,2,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,10
Cold Wind Blows,eminem,7,2,2,0,0,0,3,0,0,4,0,0,0,1,0,3,0,0,3,3,0,1,1,0,0,0,0,0,2,3,0,1,0,1,1,0,1,0,0,0,0,3,0,1,0,0,0,2,0,9
Stay,miley cyrus,0,8,0,0,2,2,3,0,0,1,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,0,0,3,0,0,0,0,8,0,0,0,0,1,0,1
Talkin' 2 Myself,eminem,5,1,0,1,0,28,1,1,0,5,0,0,0,0,1,0,15,0,3,0,0,2,2,1,0,9,0,0,0,4,0,2,0,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,0,2
25 To Life,eminem,0,3,1,0,2,6,0,0,1,1,0,0,0,3,2,0,0,1,1,4,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,1,2,2
I Made It (Cash Money Heroes),kevin rudolf,1,1,9,1,0,1,0,2,0,6,1,0,0,0,0,2,1,0,0,1,1,4,1,0,0,0,1,2,0,6,0,0,0,1,0,0,33,0,0,0,1,0,0,0,1,0,0,0,0,10
Solo,iyaz,0,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,13,10
Lil Freak,usher,17,13,3,0,0,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,2
Winner,jamie foxx,0,0,28,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,3,0,7
Hey,lil jon,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,4
Fireworks,drake,0,3,2,0,0,3,0,0,0,2,0,2,1,3,4,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Another Way To Die,disturbed,0,3,0,0,1,4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Finding My Way Back,jaheim,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,6
Everything To Me,monica,1,2,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"Beamer, Benz, Or Bentley",lloyd banks,5,6,30,0,0,0,0,3,0,2,1,0,0,0,0,0,2,0,0,0,1,29,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10
Keep On Lovin' You,steel magnolia,0,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
